어휘	구성 단위	품사	전문 분야
실시간모의	어휘	명사	정보·통신
실시간체계	어휘	명사	정보·통신
실시권-료	어휘	명사	법률
실시권-자	어휘	명사	법률
실시권^허여자	구	품사 없음	사회 일반
실시권의^상호^교환	구	품사 없음	사회 일반
실시권자^금반언	구	품사 없음	법률
실시이중별	어휘	명사	천문
실시험^수단	구	품사 없음	공학 일반
실신	어휘	명사	
실신	어휘	명사	
실신	어휘	명사	
실신-굿	어휘	명사	민속
실신-성	어휘	명사	의학
실신-자	어휘	명사	
실신-하다	어휘	동사	
실신-하다	어휘	동사	
실신-하다	어휘	동사	
실신^발작	구	품사 없음	의학
실신지폐	어휘	명사	
실실	어휘	부사	
실실	어휘	명사	
실실	어휘	부사	
실실-거리다	어휘	동사	
실실-대다	어휘	동사	
실실-이	어휘	부사	
실실-하다	어휘	동사	
실심	어휘	명사	
실심	어휘	명사	
실심	어휘	명사	
실심-스럽다	어휘	형용사	
실심-하다	어휘	동사	
실심-하다	어휘	동사	
실심-히	어휘	부사	
실심스레	어휘	부사	
실십진^소수점	구	품사 없음	정보·통신
실싸귀	어휘	명사	
실싸귀	어휘	명사	
실싸귀	어휘	명사	
실싸움-하다	어휘	동사	민속
실싸퀴	어휘	명사	
실싸퀴	어휘	명사	
실싸퀴	어휘	명사	
실쌈-스럽다	어휘	형용사	
실쌈-스럽다	어휘	형용사	
실쌈스레	어휘	부사	
실쌈스레	어휘	부사	
실아	어휘	명사	불교
실아지	어휘	명사	
실안	어휘	명사	역사
실안-제조	어휘	명사	역사
실암	어휘	명사	인명
실애	어휘	명사	
실애-하다	어휘	동사	
실액	어휘	명사	
실어	어휘	명사	
실어	어휘	명사	
실어	어휘	명사	불교
실어	어휘	명사	불교
실어 나르다	구	품사 없음	
실어-증	어휘	명사	의학
실어-하다	어휘	동사	
실어-하다	어휘	동사	
실어공중	어휘	명사	
실어드레스^공간	구	품사 없음	정보·통신
실어증-학	어휘	명사	의학
실언	어휘	명사	
실언-하다	어휘	동사	
실업	어휘	명사	
실업	어휘	명사	경제
실업	어휘	명사	
실업 팀	구	품사 없음	
실업-가	어휘	명사	
실업-계	어휘	명사	
실업-계	어휘	명사	
실업-고	어휘	명사	
실업-과	어휘	명사	교육
실업-난	어휘	명사	
실업-난송이	어휘	명사	
실업-낮도깨비	어휘	명사	
실업-률	어휘	명사	경제
실업-인	어휘	명사	
실업-자	어휘	명사	경제
실업-하다	어휘	동사	
실업-화	어휘	명사	
실업^고등^전문학교	구	품사 없음	교육
실업^고등학교	구	품사 없음	교육
실업^교육	구	품사 없음	교육
실업^구제^사업	구	품사 없음	복지
실업^급여^신청자	구	품사 없음	경제
실업^기금^제도	구	품사 없음	복지
실업^단체	구	품사 없음	사회 일반
실업^대책^사업	구	품사 없음	경제
실업^대책비	구	품사 없음	복지
실업^문제	구	품사 없음	사회 일반
실업^보험	구	품사 없음	경제
실업^수당	구	품사 없음	경제
실업^이론	구	품사 없음	경제
실업^인구	구	품사 없음	사회 일반
실업^인정^대상^기간	구	품사 없음	경제
실업^인정일	구	품사 없음	경제
실업^전문학교	구	품사 없음	교육
실업^통계	구	품사 없음	사회 일반
실업^학교	구	품사 없음	교육
실업^함정	구	품사 없음	경제
실업계^고등학교	구	품사 없음	교육
실업계^고등학교^일람표	구	품사 없음	교육
실업의-아들	어휘	명사	
실업자-율	어휘	명사	
실업자^재취업^훈련	구	품사 없음	경제
실업자^재취직^훈련	구	품사 없음	경제
실업자^훈련	구	품사 없음	경제
실업주의	어휘	명사	
실없-이	어휘	부사	
실없-쟁이	어휘	명사	
실없는 말이 송사 간다	속담	품사 없음	
실없는 부채 손	속담	품사 없음	
실없는 부처 손	속담	품사 없음	
실없는-유카	어휘	명사	식물
실엉	어휘	명사	
실에 꿴 바늘 따라오듯	속담	품사 없음	
실여-있다	어휘	동사	
실역	어휘	명사	군사
실연	어휘	명사	
실연	어휘	명사	
실연	어휘	명사	
실연	어휘	명사	연기
실연-남	어휘	명사	
실연-녀	어휘	명사	
실연-되다	어휘	동사	
실연-자	어휘	명사	
실연-하다	어휘	동사	
실연-하다	어휘	동사	
실연-하다	어휘	동사	
실연-하다	어휘	동사	연기
실연^극장	구	품사 없음	연기
실연^방송권	구	품사 없음	법률
실연^영화	구	품사 없음	영상
실연용^레이저^제품	구	품사 없음	공학 일반
실연자의^권리	구	품사 없음	법률
실연적^판단	구	품사 없음	철학
실열	어휘	명사	한의
실염	어휘	명사	의학
실엽	어휘	명사	식물
실오리-모	어휘	명사	건설
실온	어휘	명사	
실온^작동^온도	구	품사 없음	전기·전자
실온^저장	구	품사 없음	산업 일반
실온^저장법	구	품사 없음	농업
실외	어휘	명사	
실외 주차장	구	품사 없음	
실외-견	어휘	명사	
실외-기	어휘	명사	
실외-용	어휘	명사	
실외-형	어휘	명사	
실외^경기	구	품사 없음	체육
실외^디자인	구	품사 없음	건설
실외^수영장	구	품사 없음	체육
실외^원예	구	품사 없음	농업
실외^장면	구	품사 없음	연기
실외^장치	구	품사 없음	예체능 일반
실외기-실	어휘	명사	
실요	어휘	명사	공예
실용	어휘	명사	
실용 교육	구	품사 없음	
실용 서적	구	품사 없음	
실용 영어	구	품사 없음	
실용 의류	구	품사 없음	
실용 재배	구	품사 없음	
실용 주택	구	품사 없음	
실용 차	구	품사 없음	
실용-계	어휘	명사	농업
실용-되다	어휘	동사	
실용-례	어휘	명사	
실용-문	어휘	명사	
실용-서	어휘	명사	
실용-설	어휘	명사	철학
실용-성	어휘	명사	
실용-신안	어휘	명사	
실용-어	어휘	명사	
실용-원	어휘	명사	
실용-자	어휘	명사	
실용-적	어휘	관형사·명사	
실용-주의	어휘	명사	철학
실용-품	어휘	명사	
실용-하다	어휘	동사	
실용-화	어휘	명사	
실용-화	어휘	명사	
실용^가치	구	품사 없음	경제
실용^공예	구	품사 없음	공예
실용^교통^용량	구	품사 없음	교통
실용^단위	구	품사 없음	전기·전자
실용^댄스	구	품사 없음	예체능 일반
실용^도서	구	품사 없음	사회 일반
실용^무용	구	품사 없음	무용
실용^무용학부	구	품사 없음	교육
실용^문법	구	품사 없음	언어
실용^미사일	구	품사 없음	군사
실용^미술	구	품사 없음	미술
실용^번역	구	품사 없음	문학
실용^법학	구	품사 없음	법률
실용^비평	구	품사 없음	문학
실용^상승^한도	구	품사 없음	기계
실용^소품	구	품사 없음	연기
실용^수명	구	품사 없음	공학 일반
실용^수명	구	품사 없음	전기·전자
실용^시험	구	품사 없음	전기·전자
실용^시험	구	품사 없음	전기·전자
실용^예술	구	품사 없음	미술
실용^용량	구	품사 없음	교통
실용^위성	구	품사 없음	천문
실용^음악	구	품사 없음	음악
실용^음악과	구	품사 없음	교육
실용^자막	구	품사 없음	영상
실용^장치	구	품사 없음	예체능 일반
실용^정량^한계	구	품사 없음	화학
실용^정부	구	품사 없음	사회 일반
실용^중시형	구	품사 없음	경영
실용^태핑^위치수	구	품사 없음	전기·전자
실용^특허	구	품사 없음	법률
실용^특허권	구	품사 없음	법률
실용^품종	구	품사 없음	농업
실용^프로그램	구	품사 없음	정보·통신
실용생산물	어휘	명사	
실용신안-권	어휘	명사	법률
실용신안-법	어휘	명사	법률
실용신안^등록	구	품사 없음	법률
실용신안^선등록^제도	구	품사 없음	법률
실용신안^실시권	구	품사 없음	법률
실용신안^특허	구	품사 없음	법률
실용적^동기	구	품사 없음	경영
실용적^욕구	구	품사 없음	경영
실용적^지능	구	품사 없음	심리
실용적^헌법	구	품사 없음	법률
실용주의 패션	구	품사 없음	
실용주의-자	어휘	명사	
실용주의-학파	어휘	명사	철학
실용주의^교육학	구	품사 없음	교육
실용주의^리더십	구	품사 없음	사회 일반
실용지학	어휘	명사	
실용화-되다	어휘	동사	
실용화-하다	어휘	동사	
실용화^시험국	구	품사 없음	정보·통신
실우	어휘	명사	
실우-하다	어휘	동사	
실우무가사리	어휘	명사	생명
실원	어휘	명사	
실원	어휘	명사	
실원	어휘	명사	불교
실원-하다	어휘	동사	불교
실위	어휘	명사	역사
실유	어휘	명사	불교
실음	어휘	명사	한의
실음	어휘	명사	
실음	어휘	명사	
실음-하다	어휘	동사	한의
실음효과	어휘	명사	예체능 일반
실의	어휘	명사	
실의	어휘	명사	
실의	어휘	명사	
실의	어휘	명사	
실의	어휘	명사	불교
실의-하다	어휘	동사	
실의-하다	어휘	동사	
실의^겉보기^번수^측정	구	품사 없음	복식
실이 노가 되도록	관용구	품사 없음	
실이 와야 바늘이 가지	속담	품사 없음	
실이 와야 바늘이 가지	속담	품사 없음	
실이다	어휘	동사	
실이삭-사초	어휘	명사	식물
실익	어휘	명사	
실인	어휘	명사	
실인	어휘	명사	
실인	어휘	명사	
실인-증	어휘	명사	의학
실인심-하다	어휘	동사	
실인즉	어휘	부사	
실임	어휘	명사	역사
실입	어휘	명사	
실잇개	어휘	명사	공업
실잎나무	어휘	명사	식물
실잎참이끼	어휘	명사	식물
실자	어휘	명사	
실자	어휘	명사	
실자	어휘	명사	
실작자	어휘	명사	
실잔꽃풀	어휘	명사	식물
실잠자릿-과	어휘	명사	동물
실잡다	어휘	동사	
실장	어휘	명사	
실장-면	어휘	명사	정보·통신
실장-직	어휘	명사	
실장-품	어휘	명사	기계
실장-품	어휘	명사	정보·통신
실장-하다	어휘	동사	
실장^기술	구	품사 없음	정보·통신
실장^모델	구	품사 없음	정보·통신
실장^밀도	구	품사 없음	전기·전자
실장^설계	구	품사 없음	정보·통신
실장^설계^검증	구	품사 없음	전기·전자
실장^시험	구	품사 없음	기계
실장^언어	구	품사 없음	정보·통신
실장상^사항	구	품사 없음	공학 일반
실재	어휘	명사	
실재	어휘	명사	
실재	어휘	명사	
실재	어휘	명사	철학
실재	어휘	명사	철학
실재-감	어휘	명사	미술
실재-계	어휘	명사	
실재-론	어휘	명사	철학
실재-설	어휘	명사	철학
실재-성	어휘	명사	철학
실재-적	어휘	관형사·명사	
실재-하다	어휘	동사	
실재-화	어휘	명사	
실재^계정	구	품사 없음	경영
실재^과학	구	품사 없음	철학
실재^근거	구	품사 없음	철학
실재^이유	구	품사 없음	철학
실재^재단	구	품사 없음	법률
실재^효과	구	품사 없음	문학
실재론-자	어휘	명사	
실재론-적	어휘	관형사·명사	
실재적^총합인	구	품사 없음	법률
실재화-되다	어휘	동사	
실재화-하다	어휘	동사	
실저장^장치	구	품사 없음	정보·통신
실적	어휘	명사	
실적	어휘	관형사·명사	철학
실적	어휘	명사	
실적	어휘	명사	
실적	어휘	명사	
실적 증명서	구	품사 없음	
실적 호전주	구	품사 없음	
실적-급	어휘	명사	경영
실적-량	어휘	명사	
실적-률	어휘	명사	
실적-실적	어휘	부사	
실적-제	어휘	명사	
실적-주	어휘	명사	
실적-주의	어휘	명사	
실적-하다	어휘	동사	
실적^가격	구	품사 없음	군사
실적^가치	구	품사 없음	경영
실적^공사비^적산^제도	구	품사 없음	건설
실적^공사비^제도	구	품사 없음	건설
실적^기대주	구	품사 없음	경제
실적^기록법	구	품사 없음	사회 일반
실적^기준^금융	구	품사 없음	경제
실적^단가	구	품사 없음	건설
실적^발표^기간	구	품사 없음	경제
실적^배당	구	품사 없음	경영
실적^배당부^단기^자유^금리^상품	구	품사 없음	경제
실적^배당형^신탁^상품	구	품사 없음	경제
실적^시간	구	품사 없음	경영
실적^원가	구	품사 없음	경영
실적^장세	구	품사 없음	경제
실적^점검^조사	구	품사 없음	경영
실적^제일주의	구	품사 없음	사회 일반
실적^중심주의	구	품사 없음	사회 일반
실적^펀드	구	품사 없음	경제
실적당^지불^방식	구	품사 없음	경제
실적주의-제	어휘	명사	행정
실적주의^관료제	구	품사 없음	행정
실적주의^인사^행정	구	품사 없음	행정
실전	어휘	명사	
실전	어휘	명사	
실전	어휘	명사	
실전	어휘	명사	
실전	어휘	명사	가톨릭
실전	어휘	명사	
실전 훈련	구	품사 없음	
실전-담	어휘	명사	
실전-되다	어휘	동사	
실전-반	어휘	명사	
실전-성	어휘	명사	
실전-용	어휘	명사	
실전-적	어휘	관형사·명사	
실전-하다	어휘	동사	
실전-하다	어휘	동사	
실전-형	어휘	명사	
실전^부대	구	품사 없음	군사
실전^투자^대회	구	품사 없음	경제
실전^훈련	구	품사 없음	군사
실절	어휘	명사	
실절-하다	어휘	동사	
실점	어휘	명사	
실점-률	어휘	명사	
실점-하다	어휘	동사	
실정	어휘	명사	
실정	어휘	명사	
실정	어휘	명사	
실정	어휘	명사	
실정	어휘	명사	
실정	어휘	명사	
실정-권	어휘	명사	법률
실정-법	어휘	명사	법률
실정-성	어휘	명사	
실정-하다	어휘	동사	
실정-하다	어휘	동사	
실정-하다	어휘	동사	
실정-하다	어휘	동사	
실정법-적	어휘	관형사·명사	
실정법-학	어휘	명사	법률
실정법상^기본권	구	품사 없음	법률
실정주의-학파	어휘	명사	법률
실제	어휘	명사	
실제	어휘	명사	
실제	어휘	명사	불교
실제	어휘	부사	
실제	어휘	명사	문학
실제 상황	구	품사 없음	
실제 현실	구	품사 없음	
실제-가	어휘	명사	
실제-로	어휘	부사	
실제-상	어휘	명사	
실제-성	어휘	명사	
실제-액	어휘	명사	
실제-음	어휘	명사	
실제-이지	어휘	명사	불교
실제-적	어휘	관형사·명사	
실제-주의	어휘	명사	철학
실제-파	어휘	명사	
실제-화	어휘	명사	
실제^감쇠량	구	품사 없음	전기·전자
실제^거주^사항	구	품사 없음	사회 일반
실제^결혼^연월일	구	품사 없음	법률
실제^공연^상황^조건	구	품사 없음	예체능 일반
실제^과도^복구^전압	구	품사 없음	전기·전자
실제^구배	구	품사 없음	교통
실제^기체	구	품사 없음	화학
실제^나이	구	품사 없음	사회 일반
실제^데이터	구	품사 없음	정보·통신
실제^데이터^전송^속도	구	품사 없음	정보·통신
실제^레코드	구	품사 없음	정보·통신
실제^마력	구	품사 없음	기계
실제^매상고	구	품사 없음	경제
실제^명령	구	품사 없음	정보·통신
실제^명령어	구	품사 없음	정보·통신
실제^모의실험	구	품사 없음	군사
실제^무대	구	품사 없음	영상
실제^무부하^직류^전압	구	품사 없음	전기·전자
실제^발생^원가	구	품사 없음	군사
실제^발전^원가	구	품사 없음	전기·전자
실제^보유^재고	구	품사 없음	경영
실제^분석	구	품사 없음	정보·통신
실제^비용^시스템	구	품사 없음	경영
실제^비율	구	품사 없음	정보·통신
실제^비평	구	품사 없음	문학
실제^사업비	구	품사 없음	경제
실제^사용^가치	구	품사 없음	경제
실제^소수점	구	품사 없음	정보·통신
실제^소품	구	품사 없음	연기
실제^수명	구	품사 없음	전기·전자
실제^수신자	구	품사 없음	정보·통신
실제^수익률	구	품사 없음	경제
실제^시간	구	품사 없음	정보·통신
실제^시험^방법	구	품사 없음	공학 일반
실제^시험기	구	품사 없음	공학 일반
실제^십진^소수점	구	품사 없음	정보·통신
실제^안정도	구	품사 없음	공학 일반
실제^연소^온도	구	품사 없음	화학
실제^오차	구	품사 없음	건설
실제^용적	구	품사 없음	건설
실제^운송인	구	품사 없음	경제
실제^원가	구	품사 없음	경영
실제^원가^계산	구	품사 없음	경영
실제^유체	구	품사 없음	화학
실제^응력	구	품사 없음	공학 일반
실제^이미지^운반자	구	품사 없음	영상
실제^이자율	구	품사 없음	경제
실제^이혼^연월일	구	품사 없음	법률
실제^재고^조사법	구	품사 없음	경영
실제^전손	구	품사 없음	경제
실제^조명	구	품사 없음	영상
실제^주소	구	품사 없음	정보·통신
실제^증발산	구	품사 없음	지구
실제^직접^비용	구	품사 없음	군사
실제^치수	구	품사 없음	건설
실제^치수	구	품사 없음	건설
실제^컴퓨터	구	품사 없음	정보·통신
실제^코드	구	품사 없음	정보·통신
실제^코딩	구	품사 없음	정보·통신
실제^크기	구	품사 없음	공학 일반
실제^크기^배경	구	품사 없음	영상
실제^키	구	품사 없음	정보·통신
실제^포대	구	품사 없음	경제
실제류체	어휘	명사	화학
실제번수	어휘	명사	공업
실제부피	어휘	명사	임업
실제적^생산^능력^수준	구	품사 없음	경영
실제적^전제	구	품사 없음	언어
실제적길이	어휘	명사	농업
실제적대기시간	어휘	명사	사회 일반
실제적비옥도	어휘	명사	농업
실제적생산성	어휘	명사	기계
실제적연산증폭기	어휘	명사	정보·통신
실제조^원가	구	품사 없음	경영
실제화-되다	어휘	동사	
실제화-하다	어휘	동사	
실젯-값	어휘	명사	공학 일반
실젯-값	어휘	명사	수학
실조	어휘	명사	
실조	어휘	명사	
실조	어휘	명사	
실조	어휘	명사	
실조	어휘	명사	의학
실조-증	어휘	명사	의학
실조-하다	어휘	동사	
실조-하다	어휘	동사	
실조-하다	어휘	동사	
실조^그래프	구	품사 없음	의학
실조^무력증	구	품사 없음	의학
실조^보행	구	품사 없음	의학
실조^실어증	구	품사 없음	의학
실조성^보행	구	품사 없음	의학
실조성^조음^장애	구	품사 없음	의학
실족	어휘	명사	
실족	어휘	명사	
실족-사	어휘	명사	
실족-하다	어휘	동사	
실족-하다	어휘	동사	
실족사-하다	어휘	동사	
실존	어휘	명사	
실존	어휘	명사	철학
실존	어휘	명사	철학
실존-성	어휘	명사	
실존-적	어휘	관형사·명사	철학
실존-주	어휘	명사	철학
실존-주의	어휘	명사	철학
실존-주의	어휘	명사	철학
실존-하다	어휘	동사	
실존^변증법	구	품사 없음	철학
실존^분석	구	품사 없음	심리
실존^소설	구	품사 없음	문학
실존^정신^요법	구	품사 없음	심리
실존^철학	구	품사 없음	철학
실존^철학자	구	품사 없음	철학
실존^해명	구	품사 없음	철학
실존적^교제	구	품사 없음	철학
실존적^문제	구	품사 없음	사회 일반
실존주의-자	어휘	명사	
실존주의-적	어휘	관형사·명사	
실존주의^문학	구	품사 없음	문학
실존주의^법철학	구	품사 없음	법률
실존주의^소설	구	품사 없음	문학
실존주의적^고찰	구	품사 없음	사회 일반
실종	어휘	명사	
실종 신고	구	품사 없음	
실종-되다	어휘	동사	
실종-사	어휘	명사	
실종-자	어휘	명사	
실종-자	어휘	명사	법률
실종^기간	구	품사 없음	법률
실종^선고	구	품사 없음	법률
실종^트랩	구	품사 없음	예체능 일반
실주	어휘	명사	
실주벅	어휘	부사	
실주소^공간	구	품사 없음	정보·통신
실죽	어휘	명사	
실줄	어휘	명사	물리
실중	어휘	명사	
실중	어휘	명사	
실중-하다	어휘	동사	
실중-하다	어휘	동사	
실쥭-?다	어휘	형용사	
실즉허	어휘	명사	
실즉허	어휘	명사	군사
실증	어휘	명사	한의
실증	어휘	명사	
실증	어휘	명사	
실증	어휘	명사	철학
실증	어휘	부사	
실증 철학 강의	구	품사 없음	책명
실증-되다	어휘	동사	
실증-되다	어휘	동사	철학
실증-로	어휘	명사	산업 일반
실증-론	어휘	명사	철학
실증-법	어휘	명사	법률
실증-성	어휘	명사	
실증-적	어휘	관형사·명사	철학
실증-주의	어휘	명사	철학
실증-주의	어휘	명사	철학
실증-주의	어휘	명사	철학
실증-주의	어휘	명사	철학
실증-하다	어휘	동사	
실증-하다	어휘	동사	철학
실증^경제학	구	품사 없음	경제
실증^과학	구	품사 없음	철학
실증^데이터	구	품사 없음	사회 일반
실증^분석	구	품사 없음	행정
실증^시험	구	품사 없음	전기·전자
실증^신학	구	품사 없음	기독교
실증^연구	구	품사 없음	사회 일반
실증^연구^단지	구	품사 없음	천연자원
실증^연구^사업	구	품사 없음	천연자원
실증^이론	구	품사 없음	사회 일반
실증^철학	구	품사 없음	철학
실증^테스트	구	품사 없음	정보·통신
실증^플랜트	구	품사 없음	공학 일반
실증론-자	어휘	명사	철학
실증발-량	어휘	명사	물리
실증발산-량	어휘	명사	식물
실증법-학파	어휘	명사	법률
실증적^방법	구	품사 없음	사회 일반
실증적^접근법	구	품사 없음	사회 일반
실증적^정책^결정^이론	구	품사 없음	사회 일반
실증주의-자	어휘	명사	
실증주의-적	어휘	관형사·명사	
실증주의^형법^이론	구	품사 없음	법률
실지	어휘	명사	역사
실지	어휘	명사	
실지	어휘	명사	
실지	어휘	명사	
실지	어휘	명사	불교
실지	어휘	명사	
실지	어휘	명사	
실지	어휘	부사	
실지	어휘	명사	불교
실지	어휘	명사	
실지	어휘	명사	
실지	어휘	부사	
실지-로	어휘	부사	
실지-루	어휘	부사	
실지-보리	어휘	명사	불교
실지-쇠	어휘	명사	
실지-왕	어휘	명사	인명
실지-적	어휘	관형사·명사	
실지-하다	어휘	동사	
실지-회	어휘	명사	역사
실지^검증	구	품사 없음	법률
실지^계정	구	품사 없음	경영
실지^명의	구	품사 없음	행정
실지^심사	구	품사 없음	경영
실지^재고^조사법	구	품사 없음	경영
실지^조사	구	품사 없음	경제
실지^조사^결정	구	품사 없음	경제
실지^조사^신청	구	품사 없음	경제
실지^천문학	구	품사 없음	천문
실지^출력	구	품사 없음	전기·전자
실지상^원점	구	품사 없음	군사
실지인물	어휘	명사	예체능 일반
실직	어휘	품사 없음	
실직	어휘	명사	
실직	어휘	명사	역사
실직	어휘	품사 없음	
실직	어휘	명사	역사
실직	어휘	명사	역사
실직-국	어휘	명사	역사
실직-되다	어휘	동사	
실직-록	어휘	명사	역사
실직-률	어휘	명사	
실직-자	어휘	명사	
실직-정	어휘	명사	역사
실직-주	어휘	명사	역사
실직-하다	어휘	형용사	
실직-하다	어휘	동사	
실직-하다	어휘	형용사	
실직^증후군	구	품사 없음	의학
실직곡-국	어휘	명사	역사
실진	어휘	명사	
실진	어휘	명사	
실진-법	어휘	명사	수학
실진-하다	어휘	동사	
실진-하다	어휘	동사	
실진무은	어휘	명사	
실진무휘	어휘	명사	
실질	어휘	명사	
실질	어휘	명사	경제
실질	어휘	명사	생명
실질 심사	구	품사 없음	
실질-론	어휘	명사	철학
실질-범	어휘	명사	법률
실질-법	어휘	명사	법률
실질-상	어휘	명사	
실질-상	어휘	부사	
실질-적	어휘	관형사·명사	
실질-주의	어휘	명사	철학
실질^가격	구	품사 없음	경제
실질^각막염	구	품사 없음	의학
실질^거래	구	품사 없음	경제
실질^경기^순환^이론	구	품사 없음	경제
실질^경제^성장률	구	품사 없음	경제
실질^과세	구	품사 없음	법률
실질^과세의^원칙	구	품사 없음	행정
실질^과학	구	품사 없음	철학
실질^관계	구	품사 없음	법률
실질^관형사	구	품사 없음	언어
실질^국내^총생산	구	품사 없음	경제
실질^국내^총소득	구	품사 없음	경제
실질^국민^소득	구	품사 없음	경제
실질^국민^총생산	구	품사 없음	경제
실질^국민^총소득	구	품사 없음	경제
실질^금리	구	품사 없음	경제
실질^금리	구	품사 없음	경제
실질^금액	구	품사 없음	경제
실질^단위	구	품사 없음	경제
실질^명사	구	품사 없음	언어
실질^명사	구	품사 없음	언어
실질^변수	구	품사 없음	경제
실질^상환	구	품사 없음	경제
실질^생계비	구	품사 없음	경제
실질^생산비	구	품사 없음	경제
실질^생활비	구	품사 없음	경제
실질^성장률	구	품사 없음	경제
실질^세^부담	구	품사 없음	경제
실질^세포	구	품사 없음	생명
실질^소득	구	품사 없음	경제
실질^수량	구	품사 없음	경제
실질^수익률	구	품사 없음	경제
실질^신경^매독	구	품사 없음	의학
실질^신경염	구	품사 없음	의학
실질^실업률	구	품사 없음	경제
실질^실효^환율	구	품사 없음	경제
실질^염색법	구	품사 없음	생명
실질^영업^익스포저	구	품사 없음	경제
실질^예금	구	품사 없음	경제
실질^용언	구	품사 없음	언어
실질^우선	구	품사 없음	경영
실질^운용^노출	구	품사 없음	경제
실질^유방염	구	품사 없음	의학
실질^이자	구	품사 없음	경제
실질^이자율	구	품사 없음	경제
실질^임금	구	품사 없음	경제
실질^임금^지수	구	품사 없음	경제
실질^임료	구	품사 없음	경제
실질^임은	구	품사 없음	경제
실질^자본	구	품사 없음	경영
실질^자산^가치	구	품사 없음	경영
실질^잔고	구	품사 없음	경제
실질^잔고^효과	구	품사 없음	경제
실질^잔액	구	품사 없음	경제
실질^잔액^효과	구	품사 없음	경제
실질^조직	구	품사 없음	생명
실질^주주	구	품사 없음	경제
실질^주주^명부	구	품사 없음	경영
실질^주주^제도	구	품사 없음	경영
실질^지디아이	구	품사 없음	경제
실질^지디피	구	품사 없음	경제
