품사	단어	
NC	굴절이상	
NC	금단증세	
NC	급성간염	
NC	급성폐렴	
NC	기관지루	
NC	기관지암	
NC	기아부종	
NC	난관수종	
NC	난소종양	
NC	농축시험	
NC	대마중독	
NC	아침마비	
NC	만성간염	
NC	만성췌염	
NC	만성피로	
NC	맥각중독	
NC	방광경련	
NC	변성매독	
NC	변질성염	
NC	분절언어	
NC	상상임신	
NC	성대결절	
NC	소아결핵	
NC	소아빈혈	
NC	소화불량	
NC	수산중독	
NC	수성기흉	
NC	수은중독	
NC	승홍중독	
NC	식욕부진	
NC	식육중독	
NC	심장각기	
NC	아연중독	
NC	아편중독	
NC	악성빈혈	
NC	안검경련	
NC	안검내반	
NC	안저출혈	
NC	야간골통	
NC	야간유정	
NC	복어중독	
NC	연독산통	
NC	와상마비	
NC	유아각기	
NC	일본뇌염	
NC	자각증세	
NC	자궁근종	
NC	자궁수종	
NC	자궁육종	
NC	점두경련	
NC	정신이상	
NC	종말출혈	
NC	주시마비	
NC	버섯중독	
NC	중심암점	
NC	지각장애	
NC	척수손상	
NC	척주전만	
NC	척주측만	
NC	척주후만	
NC	최면요법	
NC	타액과다	
NC	탈락증상	
NC	항문협착	
NC	행동요법	
NC	현성감염	
NC	생기후학	
NC	상악동염	
NC	시신경염	
NC	기회감염	
NC	말라리아	
NC	로키산열	
NC	트라코마	
NC	백신요법	
NC	공항검역	
NC	대용혈장	
NC	수계감염	
NC	역학조사	
NC	예방주사	
NC	응급접종	
NC	전구증상	
NC	정신착란	
NC	항공검역	
NC	무사마귀	
NC	망상지각	
NC	착란상태	
NC	충격요법	
NC	비소중독	
NC	네프로제	
NC	대조천자	
NC	물료내과	
NC	민간의학	
NC	냉동외과	
NC	대상부전	
NC	요약업자	
NC	각기약시	
NC	당뇨병성	
NC	위장병학	
NC	이내소명	
NC	장문합술	
NC	흉부외과	
NC	데이케어	
NC	유잉육종	
NC	가스중독	
NC	림프절종	
NC	림프행성	
NC	펠라그라	
NC	신티그램	
NC	백신주사	
NC	먼지감염	
NC	감염면역	
NC	객담검사	
NC	건강진단	
NC	격리병동	
NC	격리병사	
NC	격리병실	
NC	경구감염	
NC	경구면역	
NC	경성하감	
NC	경피전염	
NC	고환정체	
NC	공기전염	
NC	관절강직	
NC	관절결핵	
NC	관절수종	
NC	광선요법	
NC	광천요법	
NC	교차면역	
NC	구강과학	
NC	구강의학	
NC	급성습진	
NC	급성위염	
NC	기갈요법	
NC	기능장애	
NC	기도감염	
NC	기초의학	
NC	내성패턴	
NC	농후감염	
NC	뇌막출혈	
NC	뇌실천자	
NC	능동면역	
NC	다가백신	
NC	단파요법	
NC	대광반응	
NC	대기요법	
NC	대상포진	
NC	대증요법	
NC	냉동태아	
NC	임상강의	
NC	만기수술	
NC	만성중독	
NC	망막출혈	
NC	면역혈청	
NC	모유오염	
NC	모체전염	
NC	무균병실	
NC	미소망상	
NC	발기부전	
NC	방광결석	
NC	방광결핵	
NC	방광종양	
NC	방광질루	
NC	방위과정	
NC	변성위축	
NC	변조요법	
NC	병력조사	
NC	병리해부	
NC	병리화학	
NC	병상일지	
NC	병적탈구	
NC	병후면역	
NC	부식요법	
NC	비말감염	
NC	사법해부	
NC	사지축닉	
NC	사지궐랭	
NC	사회의학	
NC	산후발한	
NC	색소침착	
NC	생물요법	
NC	선페스트	
NC	선택독성	
NC	성기조숙	
NC	소아위생	
NC	소아의학	
NC	소파수술	
NC	수술요법	
NC	시야결손	
NC	시험절제	
NC	식염주사	
NC	식욕이상	
NC	식이전염	
NC	신경매독	
NC	심낭기종	
NC	심낭혈종	
NC	심방세동	
NC	심방조동	
NC	심실세동	
NC	심폐이식	
NC	악성질환	
NC	안구진탕	
NC	안근마비	
NC	안마요법	
NC	안정요법	
NC	암시요법	
NC	억울상태	
NC	연하장애	
NC	열기요법	
NC	영구면역	
NC	예술요법	
NC	온천요법	
NC	운동마비	
NC	운동실조	
NC	원내감염	
NC	유문경련	
NC	유아매독	
NC	유전상담	
NC	음낭수종	
NC	응급치료	
NC	의료기사	
NC	의식불명	
NC	이중감염	
NC	이차감염	
NC	이형폐렴	
NC	인공온천	
NC	인두결핵	
NC	일차감염	
NC	자가감염	
NC	자각증상	
NC	자궁염전	
NC	자궁출혈	
NC	자기치료	
NC	자연골절	
NC	저항요법	
NC	전신요법	
NC	전신부종	
NC	전신증상	
NC	전안구염	
NC	전암상태	
NC	전염병독	
NC	전지요양	
NC	점두전간	
NC	점액산통	
NC	점액수종	
NC	접촉전염	
NC	정신요법	
NC	정신의학	
NC	종양마커	
NC	지방괴사	
NC	질병통계	
NC	집단감염	
NC	척추골절	
NC	치료혈청	
NC	토양감염	
NC	토양소독	
NC	편도비대	
NC	폐페스트	
NC	포상기태	
NC	피부감염	
NC	혈청요법	
NC	혈청진단	
NC	혈행감염	
NC	혈행전염	
NC	혼합감염	
NC	후두게실	
NC	후두협착	
NC	흉부질환	
NC	맥락막염	
NC	각막궤양	
NC	안검하수	
NC	안저검사	
NC	기관지병	
NC	미친갯병	
NC	무백혈병	
NC	생식기병	
NC	뇌혈전증	
NC	선모충병	
NC	방선균병	
NC	적모구증	
NC	전립선증	
NC	방사능증	
NC	호흡기병	
NC	사상충증	
NC	애디슨병	
NC	아메바병	
NC	베체트병	
NC	하우스병	
NC	키펀처병	
NC	석면폐증	
NC	매니저병	
NC	독소혈증	
NC	이경화증	
NC	착감각증	
NC	교체균증	
NC	근긴장증	
NC	근위축증	
NC	악관절증	
NC	장중첩증	
NC	시먼즈병	
NC	장염전증	
NC	무정자증	
NC	제오성병	
NC	비경화증	
NC	폐진균증	
NC	폐흡충증	
NC	고혈당증	
NC	실감정증	
NC	리케차증	
NC	릴흑색증	
NC	간위축증	
NC	급성복증	
NC	질소혈증	
NC	카타토니	
NC	부고환염	
NC	피부근염	
NC	가성결핵	
NC	경선종창	
NC	관절혈종	
NC	급성질환	
NC	만성질환	
NC	망상치매	
NC	성대마비	
NC	소아질환	
NC	심낭수종	
NC	진드기열	
NC	위구마비	
NC	조갑백선	
NC	치은궤양	
NC	치은농양	
NC	치조농양	
NC	혈관부종	
NC	혈액질환	
NC	꽃가룻병	
NC	가속도병	
NC	크레틴병	
NC	쿠싱씨병	
NC	호지킨병	
NC	제사성병	
NC	가관절증	
NC	간흡충증	
NC	과혈당증	
NC	골조송증	
NC	수란관증	
NC	뇌연화증	
NC	단지골증	
NC	지주지증	
NC	무염산증	
NC	실벌레증	
NC	저산소증	
NC	설유착증	
NC	신경화증	
NC	유전분증	
NC	턱관절증	
NC	전실어증	
NC	위무력증	
NC	신하수증	
NC	귀울이증	
NC	장유착증	
NC	장중적증	
NC	구더기증	
NC	착통각증	
NC	침흘림증	
NC	적아구증	
NC	폐화농증	
NC	관절농증	
NC	감색피증	
NC	과각화증	
NC	균교대증	
NC	근무력증	
NC	무긴장증	
NC	무정액증	
NC	위요독증	
NC	말더듬증	
NC	무산소증	
NC	반색맹증	
NC	골경화증	
NC	골연화증	
NC	다유방증	
NC	사반맹증	
NC	신석회증	
NC	소안구증	
NC	저염산증	
NC	방사균병	
NC	전자간증	
NC	무감각증	
NC	장폐색증	
NC	지방혈증	
NC	위결핵병	
NC	성조숙증	
NC	탄규폐증	
NC	해표지증	
NC	농패혈증	
NC	폐섬유증	
NC	피부선병	
NC	저혈압증	
NC	위위황병	
NC	바제도병	
NC	저혈당증	
NC	알칼리증	
NC	아민요증	
NC	칸디다증	
NC	간오갈증	
NC	뇌압박증	
NC	철결핍증	
NC	케이슨병	
NC	오스굿병	
NC	윌슨씨병	
NC	내성균증	
NC	안구철증	
NC	위신경증	
NC	위하수증	
NC	유지질증	
NC	지방종증	
NC	방광발증	
NC	유환관증	
NC	고혈압증	
NC	선천성이상	
NC	슬관절결핵	
NC	얼굴신경통	
NC	안면신경통	
NC	시신경마비	
NC	이완성마비	
NC	청신경마비	
NC	후신경마비	
NC	구개범마비	
NC	전안근마비	
NC	척수성마비	
NC	나팔관임신	
NC	자궁내가사	
NC	자궁외임신	
NC	편도선농양	
NC	깁스코르셋	
NC	두개저골절	
NC	그라미시딘	
NC	엑스선화상	
NC	지루성습진	
NC	천식성양진	
NC	결함성기형	
NC	선천성기형	
NC	아시도시스	
NC	알칼로시스	
NC	고연령출산	
NC	요독성천식	
NC	독버섯중독	
NC	마약중독자	
NC	방사선숙취	
NC	좌골신경통	
NC	중금속중독	
NC	직업성중독	
NC	최면약중독	
NC	삼출성소질	
NC	심상성낭창	
NC	안티피린진	
NC	가성콜레라	
NC	의사호열자	
NC	노인성치매	
NC	내분비질환	
NC	증후성질환	
NC	특발성질환	
NC	부신경마비	
NC	삼차신경통	
NC	소실성종양	
NC	신경성종양	
NC	용혈성빈혈	
NC	아닐린중독	
NC	무형성빈혈	
NC	식이성빈혈	
NC	영양성빈혈	
NC	운동성빈혈	
NC	출혈성빈혈	
NC	과민성결장	
NC	소화성궤양	
NC	신경성궤양	
NC	내분비장애	
NC	방사선장애	
NC	지남력장애	
NC	화학적화상	
NC	카리니폐렴	
NC	대엽성폐렴	
NC	방사선폐렴	
NC	비정형폐렴	
NC	소엽성폐렴	
NC	카포지육종	
NC	기관지선종	
NC	난소섬유종	
NC	신경교육종	
NC	신경상피종	
NC	심근섬유종	
NC	악성림프종	
NC	악성흑색종	
NC	융모상피종	
NC	흑색세포종	
NC	심장성부종	
NC	외피세포종	
NC	비시지접종	
NC	경뇌막혈종	
NC	고환고무종	
NC	성대섬유종	
NC	신생아부종	
NC	악성임파종	
NC	연성섬유종	
NC	울혈성수종	
NC	적아세포종	
NC	하수체선종	
NC	다운증후군	
NC	덤핑증후군	
NC	맹관증후군	
NC	시상증후군	
NC	성홍열신염	
NC	유행성신염	
NC	십이지장염	
NC	엉덩관절염	
NC	요도측관염	
NC	에이형간염	
NC	카타르성염	
NC	라듐피부염	
NC	각막실질염	
NC	건성늑막염	
NC	건성흉막염	
NC	골반복막염	
NC	과형성성염	
NC	교감성안염	
NC	귀두포피염	
NC	기면성뇌염	
NC	만성누선염	
NC	만성중이염	
NC	무증상감염	
NC	불현성감염	
NC	비후성비염	
NC	사상각막염	
NC	선상피부염	
NC	섬유소성염	
NC	세균성뇌염	
NC	수은구내염	
NC	습성늑막염	
NC	심장판막염	
NC	암성늑막염	
NC	암성복막염	
NC	연골피부염	
NC	위축성위염	
NC	유두망막염	
NC	유양돌기염	
NC	임균성안염	
NC	자궁외막염	
NC	자궁주위염	
NC	전염성간염	
NC	중독성간염	
NC	지치주위염	
NC	직장주위염	
NC	척수경막염	
NC	충양돌기염	
NC	편도주위염	
NC	항공중이염	
NC	항문주위염	
NC	마른흉막염	
NC	결절성홍반	
NC	구진성습진	
NC	수정성한진	
NC	신경피부염	
NC	가성크루프	
NC	간질성폐렴	
NC	건강보균자	
NC	심상성백반	
NC	유발시험법	
NC	뢴트겐숙취	
NC	뇌척수막염	
NC	비장근경련	
NC	카드뮴중독	
NC	해커증후군	
NC	헤로인중독	
NC	인슐린쇼크	
NC	인슐리노마	
NC	림프육아종	
NC	모르핀중독	
NC	니코틴중독	
NC	님포마니아	
NC	갱년기장애	
NC	경막외출혈	
NC	경막외혈종	
NC	경막하출혈	
NC	과민성폐렴	
NC	괴저성동상	
NC	기관지폐렴	
NC	만성복막염	
NC	발작성해수	
NC	비뇨기결핵	
NC	색소성모반	
NC	선천성매독	
NC	수포성기종	
NC	수포성동상	
NC	술후폐색전	
NC	시신경위축	
NC	신생아폐렴	
NC	심인성반응	
NC	악성고혈압	
NC	월경전긴장	
NC	유유아폐렴	
NC	자궁근층염	
NC	자궁내막염	
NC	적응증후군	
NC	정신적전염	
NC	제삼기매독	
NC	천연성통각	
NC	춘계결막염	
NC	혈청성쇼크	
NC	돼지콜레라	
NC	공항검역소	
NC	급성누선염	
NC	불현성유행	
NC	세균성이질	
NC	식사성빈혈	
NC	심상성건선	
NC	유행성간염	
NC	인두결막열	
NC	전염성홍반	
NC	전이성안염	
NC	유행성뇌염	
NC	유행성설사	
NC	유행성황달	
NC	알레르기성	
NC	디아테르미	
NC	관주기관지	
NC	아데노이드	
NC	알칼리중독	
NC	아쇼프결절	
NC	반티증후군	
NC	버킷림프종	
NC	헌트증후군	
NC	네그리소체	
NC	파라메디컬	
NC	라이증후군	
NC	세이빈백신	
NC	새너토리엄	
NC	엑스선검사	
NC	엑스선진단	
NC	엑스선투시	
NC	가성구마비	
NC	간생체검사	
NC	감각성망실	
NC	감염식요법	
NC	경련성마비	
NC	과민성체질	
NC	관내성전염	
NC	관절고정술	
NC	교육병리학	
NC	근관치료학	
NC	기관지천식	
NC	난관조영법	
NC	내안근마비	
NC	요침사검사	
NC	늑간신경통	
NC	다발성근염	
NC	단순성포진	
NC	담낭적출술	
NC	동맥촬영법	
NC	연축성마비	
NC	만성보균자	
NC	만주티푸스	
NC	망상적관념	
NC	면역병리학	
NC	무력성체질	
NC	무염식요법	
NC	물리치료학	
NC	미생물요법	
NC	발생병리학	
NC	발진티푸스	
NC	방광경검사	
NC	병리생리학	
NC	병리심리학	
NC	병리조직학	
NC	병리해부학	
NC	비교병리학	
NC	사구체신염	
NC	사회위생학	
NC	산업병리학	
NC	상습성변비	
NC	선천성약질	
NC	섬유성골염	
NC	세균성폐렴	
NC	소기마취법	
NC	슬관절탈구	
NC	시험관아기	
NC	식도정맥류	
NC	신경성위축	
NC	신장절제술	
NC	액체병리학	
NC	원자핵의학	
NC	위축성비염	
NC	의사콜레라	
NC	인체병리학	
NC	자궁내감염	
NC	자외선요법	
NC	전암성병변	
NC	전암성질환	
NC	전이성종양	
NC	정구주관절	
NC	초음파검사	
NC	측두엽전간	
NC	혈관조영법	
NC	홍반성낭창	
NC	후천성면역	
NC	맥락망막염	
NC	외안근마비	
NC	미나마타병	
NC	브루셀라병	
NC	묄러발로병	
NC	니만피크병	
NC	폰티액열병	
NC	리가페데병	
NC	정신박약증	
NC	신경과민증	
NC	폐포미석증	
NC	팔로사징증	
NC	가스색전증	
NC	경피전염병	
NC	급성전염병	
NC	노년정신병	
NC	만성전염병	
NC	법정전염병	
NC	소아백혈병	
NC	압축공기병	
NC	우유감염병	
NC	정신분열병	
NC	플루토늄증	
NC	각막건조증	
NC	감각실어증	
NC	강박신경증	
NC	결막여포증	
NC	고소공포증	
NC	골수섬유증	
NC	구강건조증	
NC	노인결핵증	
NC	다혈구혈증	
NC	동맥혈전증	
NC	동어반복증	
NC	명령자동증	
NC	무산소혈증	
NC	비행공포증	
NC	산소결핍증	
NC	산욕마비증	
NC	색소실조증	
NC	소아비만증	
NC	신장경화증	
NC	심근경색증	
NC	심근변성증	
NC	심근연화증	
NC	심장판막증	
NC	안구건조증	
NC	양수과다증	
NC	양수과소증	
NC	완전실어증	
NC	원자폭탄증	
NC	원충감염증	
NC	원형탈모증	
NC	위근쇠약증	
NC	위산감소증	
NC	위산과다증	
NC	위액결핍증	
NC	유아하리증	
NC	음부노출증	
NC	의상분일증	
NC	전쟁신경증	
NC	정맥경화증	
NC	정맥혈전증	
NC	척추과민증	
NC	칼라아자르	
NC	나르콜렙시	
NC	청색피부증	
NC	피부소양증	
NC	혈액담즙증	
NC	결핵성농흉	
NC	조발성치매	
NC	아폴로눈병	
NC	오펜하임병	
NC	감응정신병	
NC	갱년기울병	
NC	수면발작병	
NC	술후정신병	
NC	초로기울병	
NC	퇴행기울병	
NC	치아우식증	
NC	자궁후굴증	
NC	적아세포증	
NC	도성실어증	
NC	질편모충증	
NC	첩모난생증	
NC	편무감각증	
NC	혈색소뇨증	
NC	실립실보증	
NC	계출전염병	
NC	지장각피증	
NC	위간경변증	
NC	당의즉답증	
NC	당의즉행증	
NC	노작협심증	
NC	정신자동증	
NC	성교불능증	
NC	폐포단백증	
NC	무색소혈증	
NC	저염소혈증	
NC	기생충혈증	
NC	아세톤혈증	
NC	알칼리혈증	
NC	필라리아증	
NC	모닐리아증	
NC	가면우울증	
NC	가정혐기증	
NC	각막연화증	
NC	각질증식증	
NC	간헐파행증	
NC	건망실어증	
NC	경부척추증	
NC	경악신경증	
NC	고칼륨혈증	
NC	고칼슘혈증	
NC	고지방혈증	
NC	수계전염병	
NC	공기색전증	
NC	공백건망증	
NC	공포신경증	
NC	광선과민증	
NC	광장공포증	
NC	구각미란증	
NC	구강부패증	
NC	국소경피증	
NC	내장변위증	
NC	내장역위증	
NC	내장하수증	
NC	동맥경화증	
NC	동맥열림증	
NC	말단비대증	
NC	신고전염병	
NC	발한과다증	
NC	방광신경증	
NC	산성혈액증	
NC	상징불능증	
NC	색소결핍증	
NC	색소색전증	
NC	석회탈실증	
NC	선단거대증	
NC	성교무욕증	
NC	성기폐쇄증	
NC	세균색전증	
NC	세포색전증	
NC	술후홍피증	
NC	식도연화증	
NC	신경쇠약증	
NC	신경피부증	
NC	신병기우증	
NC	신성소인증	
NC	신체신경증	
NC	실험신경증	
NC	연독성뇌병	
NC	전쟁정신병	
NC	진성당뇨병	
NC	심장신경증	
NC	안검내반증	
NC	혼합정신병	
NC	야간다뇨증	
NC	염전경련증	
NC	예기신경증	
NC	월경곤란증	
NC	위근무력증	
NC	위산결핍증	
NC	위액결여증	
NC	위장신경증	
NC	유문경련증	
NC	유아자폐증	
NC	음부소양증	
NC	이관개방증	
NC	이관협착증	
NC	임신중독증	
NC	자궁내막증	
NC	자궁탈출증	
NC	자동복종증	
NC	장아토니증	
NC	장기신경증	
NC	재해신경증	
NC	저칼륨혈증	
NC	저칼슘혈증	
NC	저단백혈증	
NC	저산소혈증	
NC	황달출혈병	
NC	전도실어증	
NC	접촉과민증	
NC	정신신경증	
NC	정신신체증	
NC	정액과다증	
NC	정액과소증	
NC	정자과소증	
NC	조갑경화증	
NC	주부신경증	
NC	즉시과민증	
NC	지단동통증	
NC	지단비대증	
NC	지방색전증	
NC	지지과다증	
NC	지지유착증	
NC	진성무뇨증	
NC	질칸디다증	
NC	척추분리증	
NC	척추측만증	
NC	첨단거대증	
NC	탄산결핍증	
NC	탄산과잉증	
NC	폐칸디다증	
NC	폐소공포증	
NC	폐실공포증	
NC	피부결핵증	
NC	피부경화증	
NC	피부묘기증	
NC	피부문화증	
NC	피부파행증	
NC	피부표기증	
NC	항문소양증	
NC	현실신경증	
NC	혈당감소증	
NC	혈당과다증	
NC	혈압항진증	
NC	새벽협심증	
NC	화골부전증	
NC	화농성염증	
NC	휴일신경증	
NC	브루셀라증	
NC	당뇨병신증	
NC	몽중유행증	
NC	심장하수증	
NC	안구연화증	
NC	운동착오증	
NC	자궁내반증	
NC	자궁무력증	
NC	정신괴리증	
NC	정신분열증	
NC	척추후만증	
NC	치아마모증	
NC	치아매복증	
NC	피부진균증	
NC	생화학검사	
NC	말단거대증	
NC	자궁위치이상	
NC	저증식성빈혈	
NC	철결핍성빈혈	
NC	경골신경마비	
NC	동안신경마비	
NC	미주신경마비	
NC	설인신경마비	
NC	설하신경마비	
NC	혀밑신경마비	
NC	얼굴신경마비	
NC	안면신경마비	
NC	외선신경마비	
NC	뇌성소아마비	
NC	술후장관마비	
NC	레이저내시경	
NC	두개강내출혈	
NC	자궁이완출혈	
NC	지주막하출혈	
NC	직장주위농양	
NC	항문주위농양	
NC	반흔켈로이드	
NC	아토피성체질	
NC	약진알레르기	
NC	전염성천포창	
NC	신석파쇄장치	
NC	식사성중독진	
NC	유기수은중독	
NC	시안화물중독	
NC	프토마인중독	
NC	아트로핀중독	
NC	사에틸납중독	
NC	식이성중독진	
NC	염소가스중독	
NC	탄산가스중독	
NC	호염균식중독	
NC	신생아농루안	
NC	바르비탈중독	
NC	보체결합반응	
NC	자궁경관폴립	
NC	무정정신병질	
NC	삽간몽롱상태	
NC	스트로풀루스	
NC	기생충성빈혈	
NC	저색소성빈혈	
NC	정색소성빈혈	
NC	에스티오메네	
NC	가스트리노마	
NC	편평콘딜로마	
NC	자극전도장애	
NC	중독성뇌장애	
NC	중증심신장애	
NC	허혈성심질환	
NC	섬유소성폐렴	
NC	거대세포육종	
NC	신경모세포종	
NC	여포성림프종	
NC	연골성외골종	
NC	신경아세포종	
NC	연소성고혈압	
NC	자기면역질환	
NC	뢰플러증후군	
NC	오에이증후군	
NC	과호흡증후군	
NC	과환기증후군	
NC	맹계제증후군	
NC	뇌척수심근염	
NC	임균성관절염	
NC	전염성유선염	
NC	중독성신경염	
NC	홍채모양체염	
NC	수영조결막염	
NC	구후시신경염	
NC	에스상결장염	
NC	결절성성대염	
NC	결핵성관절염	
NC	결핵성뇌막염	
NC	결핵성복막염	
NC	골반결합직염	
NC	궤양성구내염	
NC	농루성결막염	
NC	대동맥내막염	
NC	독나방피부염	
NC	매독성관절염	
NC	박리성피부염	
NC	방사선피부염	
NC	비말흡입감염	
NC	성홍열신장염	
NC	시신경망막염	
NC	시신경척수염	
NC	신생아중이염	
NC	여포성결막염	
NC	유착성중이염	
NC	유행성결막염	
NC	융모성건초염	
NC	임균성결막염	
NC	임균성요도염	
NC	접촉성피부염	
NC	지루성피부염	
NC	천공성복막염	
NC	치성상악동염	
NC	치조골골막염	
NC	치조골골수염	
NC	하악림프샘염	
NC	혈전성정맥염	
NC	화농성관절염	
NC	화농성늑막염	
NC	화농성수막염	
NC	급성정신장애	
NC	선천성백내장	
NC	잠복기보균자	
NC	파라티온중독	
NC	비골신경마비	
NC	아나필락시스	
NC	크루프성폐렴	
NC	허친슨삼징후	
NC	케르니히증세	
NC	메두사의머리	
NC	류머티즘결절	
NC	간질성각막염	
NC	결핵성수막염	
NC	경견완증후군	
NC	곡분영양장애	
NC	국소외이도염	
NC	뇌압항진징후	
NC	단발성신경염	
NC	거미막하출혈	
NC	말초신경외상	
NC	모세기관지염	
NC	세균성식중독	
NC	소뇌교각종양	
NC	식사알레르기	
NC	신생아테타니	
NC	요골신경마비	
NC	유기염소중독	
NC	자동진단장치	
NC	척수거미막염	
NC	척추카리에스	
NC	편측감각소실	
NC	아메바성이질	
NC	에코노모뇌염	
NC	국제위생조약	
NC	급성회백수염	
NC	기생성복행진	
NC	선천성뇌수종	
NC	유행성수막염	
NC	유행성출혈열	
NC	유행성흉막통	
NC	자기응집반응	
NC	전염성연속종	
NC	개방성폐결핵	
NC	바빈스키반사	
NC	랑게르한스섬	
NC	엔아이에이치	
NC	페니실린우유	
NC	롬베르크증후	
NC	쇠그렌증후군	
NC	간뇌하수체계	
NC	건조성전비염	
NC	교대성편마비	
NC	교차성편마비	
NC	궤양성대장염	
NC	기능성심잡음	
NC	기립성단백뇨	
NC	기립성저혈압	
NC	다발성골수종	
NC	다발성신경염	
NC	다핵거대세포	
NC	대사길항물질	
NC	독성약화백신	
NC	여포성편도염	
NC	면역처치요법	
NC	방사선전문의	
NC	배뇨말기혈뇨	
NC	병리조직검사	
NC	병태모델동물	
NC	보조인공심장	
NC	보존바이러스	
NC	비디프테리아	
NC	비활성화백신	
NC	삼차신경마비	
NC	선천성어린선	
NC	순간촬영사진	
NC	신생아멜레나	
NC	신염성망막염	
NC	십이지장궤양	
NC	유섬유소괴사	
NC	유아영양장애	
NC	저항력저위부	
NC	전기적진단법	
NC	정신분석요법	
NC	제대헤르니아	
NC	췌장기능부전	
NC	폐쇄성신결핵	
NC	폐쇄성폐결핵	
NC	항균스펙트럼	
NC	혈액형부적합	
NC	호흡성부정맥	
NC	회복기보균자	
NC	출혈성결막염	
NC	십이지장충병	
NC	아미노당뇨병	
NC	림프성백혈병	
NC	마르부르크병	
NC	기질성정신병	
NC	망상형분열병	
NC	면역성전염병	
NC	발진성전염병	
NC	변질성정신병	
NC	선천성심장병	
NC	세균성연부병	
NC	잠복성분열병	
NC	전염성피부병	
NC	제이종전염병	
NC	제일종전염병	
NC	중독성정신병	
NC	증후성정신병	
NC	혈액성전염병	
NC	문맥압항진증	
NC	알도스테론증	
NC	아밀로이드증	
NC	랑드리마비증	
NC	렙토스피라증	
NC	리스테리아증	
NC	림프구증다증	
NC	오르토산뇨증	
NC	사르코이드증	
NC	톡소포자충증	
NC	비타민결핍증	
NC	비타민과잉증	
NC	간디스토마증	
NC	골형성부전증	
NC	과립구감소증	
NC	급성간위축증	
NC	기관지확장증	
NC	다발성경화증	
NC	무과립세포증	
NC	미숙아망막증	
NC	백혈구증가증	
NC	변형성관절증	
NC	색소성건피증	
NC	성행위감염증	
NC	술후폐합병증	
NC	신성고혈압증	
NC	악성고혈압증	
NC	염색체이상증	
NC	울혈성복수증	
NC	전립선비대증	
NC	폐동맥경화증	
NC	호산구증다증	
NC	아메바성농양	
NC	간렌즈핵변성	
NC	다발성장막염	
NC	선천성심질환	
NC	성병성육아종	
NC	수포성각막염	
NC	신생아유선염	
NC	실질성각막염	
NC	중독성흑내장	
NC	하이네메딘병	
NC	포진성피부염	
NC	간디스토마병	
NC	갱년기우울병	
NC	외인성정신병	
NC	그레이브스병	
NC	골수성백혈병	
NC	내인성정신병	
NC	비정형정신병	
NC	수인성전염병	
NC	유극적혈구증	
NC	알코올의존증	
NC	브로카실어증	
NC	림프구감소증	
NC	펜토오스요증	
NC	간헐성파행증	
NC	감각성실어증	
NC	갱년기우울증	
NC	건망성실어증	
NC	고혈압성뇌증	
NC	관념성실행증	
NC	기생체색전증	
NC	눈꺼풀내반증	
NC	뇌동맥경화증	
NC	동맥관개존증	
NC	동맥성색전증	
NC	방사선후유증	
NC	백색변하리증	
NC	백혈구감소증	
NC	백혈구과다증	
NC	백혈구증다증	
NC	범발성공피증	
NC	상악동축농증	
NC	상피성신장증	
NC	선천성백색증	
NC	소아지방변증	
NC	소요성분열증	
NC	순환기신경증	
NC	슬관절내장증	
NC	습관성구토증	
NC	승모판협착증	
NC	식사성중독증	
NC	식이성중독증	
NC	신경섬유종증	
NC	신경성구토증	
NC	외상성신경증	
NC	운동성실독증	
NC	음부가려움증	
NC	이상단백혈증	
NC	저산소성뇌증	
NC	적혈구감소증	
NC	적혈구증가증	
NC	전립샘비대증	
NC	전염성설사증	
NC	정맥성색전증	
NC	중증근무력증	
NC	지각성실언증	
NC	지방과잉혈증	
NC	지연성과민증	
NC	직업성신경증	
NC	초로기우울증	
NC	총담관폐색증	
NC	태아적모구증	
NC	심인성정신병	
NC	태아적아구증	
NC	폐디스토마증	
NC	전염성설사병	
NC	피부효모균증	
NC	한국성공피증	
NC	허혈성신경증	
NC	혈소판감소증	
NC	혈전성색전증	
NC	정신적유행병	
NC	바이러스혈증	
NC	대혈관전위증	
NC	양극성우울증	
NC	운동성실어증	
NC	이상혈색소증	
NC	퇴행기우울증	
NC	피부사상균증	
NC	범적응증후군	
NC	여성화증후군	
NC	아크로메갈리	
NC	갑상선중독증	
NC	두개골형성이상	
NC	과감성관계망상	
NC	민감성관계망상	
NC	철분결핍성빈혈	
NC	전해질대사이상	
NC	히스테리성마비	
NC	척수성소아마비	
NC	편도선주위농양	
NC	신생아분만외상	
NC	메틸알코올중독	
NC	이산화질소중독	
NC	바쟁경결성홍반	
NC	과장성정신병질	
NC	광신성정신병질	
NC	무력성정신병질	
NC	발양성정신병질	
NC	폭발성정신병질	
NC	포도구균식중독	
NC	재생불능성빈혈	
NC	지각성언어불능	
NC	신경성호흡곤란	
NC	소비성응고장애	
NC	포도구균성폐렴	
NC	방사선저항성암	
NC	영양장애성부종	
NC	엑스선단층촬영	
NC	미쿨리치증후군	
NC	일반순응증후군	
NC	척수반절증후군	
NC	알레르기성비염	
NC	아프타성구내염	
NC	무코주스중이염	
NC	단백뇨성망막염	
NC	매독성림프절염	
NC	세균성심내막염	
NC	유행성귀밑샘염	
NC	임균성부고환염	
NC	한국성외이도염	
NC	길랭바레증후군	
NC	가성소아콜레라	
NC	뇌하수체악액질	
NC	보툴리누스중독	
NC	인플루엔자뇌염	
NC	인플루엔자폐렴	
NC	살모넬라식중독	
NC	바이러스성간염	
NC	바이러스성뇌염	
NC	다식구토증후군	
